secs,&nbsp;4 12:28+1&gt;1,&nbsp;4 12:34+2&gt;2,&nbsp;4 14:24+6&gt;2,&nbsp;4 17:43+0&gt;2,&nbsp;9c+ 18:19+0&gt;13,&nbsp;9c+ 18:20+0&gt;24,&nbsp;9a 18:23+26&gt;26
1974.5,NaN,NaN,0.38,NaN,NaN,NaN,1.83
1975,NaN,NaN,0.39,NaN,NaN,NaN,1.81
1975.5,NaN,NaN,0.41,NaN,NaN,NaN,1.83
1976,NaN,NaN,0.41,NaN,NaN,NaN,1.84
1976.5,NaN,NaN,0.41,NaN,NaN,NaN,1.87
1977,NaN,NaN,0.44,NaN,NaN,NaN,1.87
1977.5,NaN,NaN,0.46,NaN,NaN,NaN,1.91
1978,NaN,NaN,0.48,NaN,NaN,NaN,1.91
1978.5,NaN,NaN,0.52,NaN,NaN,NaN,1.93
1979,NaN,NaN,0.52,NaN,NaN,NaN,1.92
1979.5,NaN,NaN,0.56,NaN,NaN,NaN,1.93
1980,NaN,NaN,0.59,NaN,NaN,NaN,1.94
1980.5,NaN,NaN,0.60,NaN,NaN,NaN,1.95
1981,NaN,NaN,0.60,NaN,NaN,NaN,1.93
1981.5,NaN,NaN,0.63,NaN,NaN,NaN,1.90
1982,NaN,NaN,0.66,NaN,NaN,NaN,1.89
1982.5,NaN,NaN,0.68,NaN,NaN,NaN,1.87
1983,NaN,NaN,0.69,NaN,NaN,NaN,1.86
1983.5,NaN,NaN,0.69,NaN,NaN,NaN,1.84
1984,NaN,NaN,0.68,NaN,NaN,NaN,1.79
1984.5,NaN,NaN,0.68,NaN,NaN,NaN,1.77
1985,NaN,NaN,0.68,NaN,NaN,NaN,1.74
1985.5,NaN,NaN,0.67,NaN,NaN,NaN,1.73
1986,NaN,NaN,0.67,NaN,NaN,NaN,1.71
1986.5,NaN,NaN,0.66,NaN,NaN,NaN,1.67
1987,NaN,NaN,0.65,NaN,NaN,NaN,1.65
1987.5,NaN,NaN,0.64,NaN,NaN,NaN,1.64
1988,NaN,NaN,0.62,NaN,NaN,NaN,1.59
1988.5,NaN,NaN,0.63,NaN,NaN,NaN,1.62
1989,NaN,NaN,0.65,NaN,NaN,NaN,1.63
1989.5,NaN,NaN,0.67,NaN,NaN,NaN,1.63
1990,NaN,NaN,0.68,NaN,NaN,NaN,1.63
1990.5,NaN,NaN,0.71,NaN,NaN,NaN,1.62
1991,NaN,NaN,0.71,NaN,NaN,NaN,1.64
1991.5,NaN,NaN,0.74,NaN,NaN,NaN,1.66
1992,NaN,NaN,0.78,NaN,NaN,NaN,1.67
1992.5,NaN,NaN,0.78,NaN,NaN,NaN,1.66
1993,NaN,NaN,0.81,NaN,NaN,NaN,1.67
1993.5,NaN,NaN,0.83,NaN,NaN,NaN,1.68
1994,NaN,NaN,0.86,NaN,NaN,NaN,1.69
1994.5,NaN,NaN,0.88,NaN,NaN,NaN,1.70
1995,NaN,NaN,0.88,NaN,NaN,NaN,1.68
1995.5,NaN,NaN,0.86,NaN,NaN,NaN,1.69
1996,NaN,NaN,0.87,NaN,NaN,NaN,1.68
1996.5,NaN,NaN,0.87,NaN,NaN,NaN,1.68
1997,NaN,NaN,0.89,NaN,NaN,NaN,1.68
1997.5,NaN,NaN,0.89,NaN,NaN,NaN,1.69
1998,NaN,NaN,0.91,NaN,NaN,NaN,1.69
1998.5,NaN,NaN,0.92,NaN,NaN,NaN,1.71
1999,NaN,NaN,0.93,NaN,NaN,NaN,1.71
1999.5,NaN,NaN,0.91,NaN,NaN,NaN,1.70
2000,NaN,NaN,0.90,NaN,NaN,NaN,1.69
2000.5,NaN,NaN,0.87,NaN,NaN,NaN,1.68
2001,NaN,NaN,0.88,NaN,NaN,NaN,1.67
2001.5,NaN,NaN,0.86,NaN,NaN,NaN,1.63
2002,NaN,NaN,0.86,NaN,NaN,NaN,1.62
2002.5,NaN,NaN,0.87,NaN,NaN,NaN,1.61
2003,NaN,NaN,0.88,NaN,NaN,NaN,1.61
2003.5,NaN,NaN,0.89,NaN,NaN,NaN,1.59
2004,NaN,NaN,0.90,NaN,NaN,NaN,1.62
2004.5,NaN,NaN,0.85,NaN,NaN,NaN,1.64
2005,NaN,NaN,0.81,NaN,NaN,NaN,1.64
2005.5,NaN,NaN,0.78,NaN,NaN,NaN,1.65
2006,NaN,NaN,0.73,NaN,NaN,NaN,1.66
2006.5,NaN,NaN,0.69,NaN,NaN,NaN,1.66
2007,NaN,NaN,0.66,NaN,NaN,NaN,1.66
2007.5,NaN,NaN,0.64,NaN,NaN,NaN,1.67
2008,NaN,NaN,0.64,NaN,NaN,NaN,1.66
2008.5,NaN,NaN,0.66,NaN,NaN,NaN,1.63
2009,NaN,NaN,0.66,NaN,NaN,NaN,1.63
2009.5,NaN,NaN,0.67,NaN,NaN,NaN,1.64
2010,NaN,NaN,0.70,NaN,NaN,NaN,1.63
2010.5,NaN,NaN,0.71,NaN,NaN,NaN,1.62
2011,NaN,NaN,0.71,NaN,NaN,NaN,1.64
2011.5,NaN,NaN,0.71,NaN,NaN,NaN,1.65
2012,NaN,NaN,0.74,NaN,NaN,NaN,1.66
2012.5,NaN,NaN,0.76,NaN,NaN,NaN,1.66
2013,NaN,NaN,0.76,NaN,NaN,NaN,1.67
2013.5,NaN,NaN,0.78,NaN,NaN,NaN,1.69
2014,NaN,NaN,0.76,NaN,NaN,NaN,1.72
2014.5,NaN,NaN,0.76,NaN,NaN,NaN,1.72
2015,NaN,NaN,0.72,NaN,NaN,NaN,1.71
2015.5,NaN,NaN,0.71,NaN,NaN,NaN,1.70
2016,NaN,NaN,0.67,NaN,NaN,NaN,1.67
2016.5,NaN,NaN,0.62,NaN,NaN,NaN,1.65
2017,NaN,NaN,0.60,NaN,NaN,NaN,1.66
2017.5,NaN,NaN,0.57,NaN,NaN,NaN,1.65
2018,NaN,NaN,0.56,NaN,NaN,NaN,1.63
2018.5,NaN,NaN,0.53,NaN,NaN,NaN,1.61
2019,NaN,NaN,0.48,NaN,NaN,NaN,1.61
2019.5,NaN,NaN,0.43,NaN,NaN,NaN,1.61
2020,NaN,NaN,0.41,NaN,NaN,NaN,1.61
2020.5,NaN,NaN,0.39,NaN,NaN,NaN,1.58
2021,NaN,NaN,0.36,NaN,NaN,NaN,1.58
2021.5,NaN,NaN,0.34,NaN,NaN,NaN,1.56
2022,NaN,NaN,0.35,NaN,NaN,NaN,1.58
2022.5,NaN,NaN,0.37,NaN,NaN,NaN,1.56
2023,NaN,NaN,0.39,NaN,NaN,NaN,1.54
2023.5,NaN,NaN,0.42,NaN,NaN,NaN,1.53
2024,NaN,NaN,0.46,NaN,NaN,NaN,1.52
2024.5,NaN,NaN,0.47,NaN,NaN,NaN,1.52
2025,NaN,NaN,0.47,NaN,NaN,NaN,1.52
2025.5,NaN,NaN,0.47,NaN,NaN,NaN,1.51
2026,NaN,NaN,0.45,NaN,NaN,NaN,1.50
2026.5,NaN,NaN,0.43,NaN,NaN,NaN,1.49
2027,NaN,NaN,0.40,NaN,NaN,NaN,1.48
2027.5,NaN,NaN,0.37,NaN,NaN,NaN,1.48
2028,NaN,NaN,0.34,NaN,NaN,NaN,1.49
2028.5,NaN,NaN,0.30,NaN,NaN,NaN,1.48
2029,NaN,NaN,0.25,NaN,NaN,NaN,1.47
2029.5,NaN,NaN,0.20,NaN,NaN,NaN,1.47
2030,NaN,NaN,0.18,NaN,NaN,NaN,1.46
2030.5,NaN,NaN,0.15,NaN,NaN,NaN,1.47
2031,NaN,NaN,0.13,NaN,NaN,NaN,1.45
2031.5,NaN,NaN,0.10,NaN,NaN,NaN,1.43
2032,NaN,NaN,0.08,NaN,NaN,NaN,1.43
2032.5,NaN,NaN,0.07,NaN,NaN,NaN,1.44
2033,NaN,NaN,0.08,NaN,NaN,NaN,1.45
2033.5,NaN,NaN,0.07,NaN,NaN,NaN,1.48
2034,NaN,NaN,0.09,NaN,NaN,NaN,1.50
2034.5,NaN,NaN,0.12,NaN,NaN,NaN,1.52
2035,NaN,NaN,0.13,NaN,NaN,NaN,1.57
2035.5,NaN,NaN,0.17,NaN,NaN,NaN,1.62
2036,NaN,NaN,0.20,NaN,NaN,NaN,1.66
2036.5,NaN,NaN,0.21,NaN,NaN,NaN,1.71
2037,NaN,NaN,0.24,NaN,NaN,NaN,1.74
2037.5,NaN,NaN,0.27,NaN,NaN,NaN,1.80
2038,NaN,NaN,0.28,NaN,NaN,NaN,1.88
2038.5,NaN,NaN,0.28,NaN,NaN,NaN,1.94
2039,NaN,NaN,0.28,NaN,NaN,NaN,2.00
2039.5,NaN,NaN,0.28,NaN,NaN,NaN,2.04
2040,NaN,NaN,0.26,NaN,NaN,NaN,2.10
2040.5,NaN,NaN,0.28,NaN,NaN,NaN,2.14
2041,NaN,NaN,0.29,NaN,NaN,NaN,2.17
2041.5,NaN,NaN,0.29,NaN,NaN,NaN,2.19
2042,NaN,NaN,0.26,NaN,NaN,NaN,2.19
2042.5,NaN,NaN,0.26,NaN,NaN,NaN,2.19
2043,NaN,NaN,0.28,NaN,NaN,NaN,2.16
2043.5,NaN,NaN,0.31,NaN,NaN,NaN,2.13
2044,NaN,NaN,0.32,NaN,NaN,NaN,2.08
2044.5,NaN,NaN,0.32,NaN,NaN,NaN,2.07
2045,NaN,NaN,0.32,NaN,NaN,NaN,2.04
2045.5,NaN,NaN,0.35,NaN,NaN,NaN,1.99
2046,NaN,NaN,0.36,NaN,NaN,NaN,1.93
2046.5,NaN,NaN,0.39,NaN,NaN,NaN,1.86
2047,NaN,NaN,0.41,NaN,NaN,NaN,1.84
2047.5,NaN,NaN,0.40,NaN,NaN,NaN,1.79
2048,NaN,NaN,0.42,NaN,NaN,NaN,1.74
2048.5,NaN,NaN,0.43,NaN,NaN,NaN,1.68
2049,NaN,NaN,0.43,NaN,NaN,NaN,1.65
2049.5,NaN,NaN,0.43,NaN,NaN,NaN,1.60
2050,NaN,NaN,0.41,NaN,NaN,NaN,1.55
2050.5,NaN,NaN,0.36,NaN,NaN,NaN,1.51
2051,NaN,NaN,0.35,NaN,NaN,NaN,1.46
2051.5,NaN,NaN,0.38,NaN,NaN,NaN,1.46
2052,NaN,NaN,0.38,NaN,NaN,NaN,1.45
2052.5,NaN,NaN,0.35,NaN,NaN,NaN,1.47
2053,NaN,NaN,0.35,NaN,NaN,NaN,1.49
2053.5,NaN,NaN,0.33,NaN,NaN,NaN,1.50
2054,NaN,NaN,0.29,NaN,NaN,NaN,1.49
2054.5,NaN,NaN,0.29,NaN,NaN,NaN,1.51
2055,NaN,NaN,0.26,NaN,NaN,NaN,1.53
2055.5,NaN,NaN,0.22,NaN,NaN,NaN,1.53
2056,NaN,NaN,0.21,NaN,NaN,NaN,1.55
2056.5,NaN,NaN,0.22,NaN,NaN,NaN,1.54
2057,NaN,NaN,0.23,NaN,NaN,NaN,1.53
2057.5,NaN,NaN,0.28,NaN,NaN,NaN,1.52
2058,NaN,NaN,0.31,NaN,NaN,NaN,1.50
2058.5,NaN,NaN,0.36,NaN,NaN,NaN,1.49
2059,NaN,NaN,0.40,NaN,NaN,NaN,1.49
2059.5,NaN,NaN,0.43,NaN,NaN,NaN,1.49
2060,NaN,NaN,0.48,NaN,NaN,NaN,1.48
2060.5,NaN,NaN,0.51,NaN,NaN,NaN,1.48
2061,NaN,NaN,0.52,NaN,NaN,NaN,1.47
2061.5,NaN,NaN,0.53,NaN,NaN,NaN,1.46
2062,NaN,NaN,0.53,NaN,NaN,NaN,1.44
2062.5,NaN,NaN,0.54,NaN,NaN,NaN,1.44
2063,NaN,NaN,0.52,NaN,NaN,NaN,1.44
2063.5,NaN,NaN,0.52,NaN,NaN,NaN,1.44
2064,NaN,NaN,0.51,NaN,NaN,NaN,1.41
2064.5,NaN,NaN,0.50,NaN,NaN,NaN,1.39
2065,NaN,NaN,0.51,NaN,NaN,NaN,1.34
2065.5,NaN,NaN,0.51,NaN,NaN,NaN,1.32
2066,NaN,NaN,0.49,NaN,NaN,NaN,1.29
2066.5,NaN,NaN,0.48,NaN,NaN,NaN,1.24
2067,NaN,NaN,0.50,NaN,NaN,NaN,1.21
2067.5,NaN,NaN,0.50,NaN,NaN,NaN,1.16
2068,NaN,NaN,0.49,NaN,NaN,NaN,1.13
2068.5,NaN,NaN,0.51,NaN,NaN,NaN,1.12
2069,NaN,NaN,0.51,NaN,NaN,NaN,1.11
2069.5,NaN,NaN,0.52,NaN,NaN,NaN,1.11
2070,NaN,NaN,0.54,NaN,NaN,NaN,1.14
2070.5,NaN,NaN,0.57,NaN,NaN,NaN,1.15
2071,NaN,NaN,0.61,NaN,NaN,NaN,1.15
2071.5,NaN,NaN,0.62,NaN,NaN,NaN,1.18
2072,NaN,NaN,0.62,NaN,NaN,NaN,1.19
2072.5,NaN,NaN,0.60,NaN,NaN,NaN,1.20
2073,NaN,NaN,0.60,NaN,NaN,NaN,1.20
2073.5,NaN,NaN,0.57,NaN,NaN,NaN,1.21
2074,NaN,NaN,0.55,NaN,NaN,NaN,1.22
2074.5,NaN,NaN,0.50,NaN,NaN,NaN,1.22
2075,NaN,NaN,0.47,NaN,NaN,NaN,1.21
2075.5,NaN,NaN,0.41,NaN,NaN,NaN,1.21
2076,NaN,NaN,0.36,NaN,NaN,NaN,1.21
2076.5,NaN,NaN,0.35,NaN,NaN,NaN,1.21
2077,NaN,NaN,0.30,NaN,NaN,NaN,1.23
2077.5,NaN,NaN,0.24,NaN,NaN,NaN,1.28
2078,NaN,NaN,0.18,NaN,NaN,NaN,1.29
2078.5,NaN,NaN,0.13,NaN,NaN,NaN,1.30
2079,NaN,NaN,0.11,NaN,NaN,NaN,1.35
2079.5,NaN,NaN,0.05,NaN,NaN,NaN,1.39
2080,NaN,NaN,0.03,NaN,NaN,NaN,1.47
2080.5,NaN,NaN,-0.00,NaN,NaN,NaN,1.54
2081,NaN,NaN,NaN,NaN,NaN,NaN,1.57
2081.5,NaN,NaN,NaN,NaN,NaN,NaN,1.63
2082,NaN,NaN,NaN,NaN,NaN,NaN,1.65
2082.5,NaN,NaN,NaN,NaN,NaN,NaN,1.67
2083,NaN,NaN,NaN,NaN,NaN,NaN,1.69
2083.5,NaN,NaN,NaN,NaN,NaN,NaN,1.69
2084,NaN,NaN,NaN,NaN,NaN,NaN,1.71
2084.5,NaN,NaN,NaN,NaN,NaN,NaN,1.72
2085,NaN,NaN,NaN,NaN,NaN,NaN,1.73
2085.5,NaN,NaN,NaN,NaN,NaN,NaN,1.75
2086,NaN,NaN,NaN,NaN,NaN,NaN,1.77
2086.5,NaN,NaN,NaN,NaN,NaN,NaN,1.78
2087,NaN,NaN,NaN,NaN,NaN,NaN,1.80
2087.5,NaN,NaN,NaN,NaN,NaN,NaN,1.81
2088,NaN,NaN,NaN,NaN,NaN,NaN,1.81
2088.5,NaN,NaN,NaN,NaN,NaN,NaN,1.80
2089,NaN,NaN,NaN,NaN,NaN,NaN,1.77
2089.5,NaN,NaN,NaN,NaN,NaN,NaN,1.76
2090,NaN,NaN,NaN,NaN,NaN,NaN,1.73
2090.5,NaN,NaN,NaN,NaN,NaN,NaN,1.71
2091,NaN,NaN,NaN,NaN,NaN,NaN,1.70
2091.5,NaN,NaN,NaN,NaN,NaN,NaN,1.69
2092,NaN,NaN,NaN,NaN,NaN,NaN,1.69
2092.5,NaN,NaN,NaN,NaN,NaN,NaN,1.66
2093,NaN,NaN,NaN,NaN,NaN,NaN,1.65
2093.5,NaN,NaN,NaN,NaN,NaN,NaN,1.63
2094,NaN,NaN,NaN,NaN,NaN,NaN,1.63
2094.5,NaN,NaN,NaN,NaN,NaN,NaN,1.58
2095,NaN,NaN,0.01,NaN,NaN,NaN,1.57
2095.5,NaN,NaN,0.04,NaN,NaN,NaN,1.54
2096,NaN,NaN,0.05,NaN,NaN,NaN,1.51
2096.5,NaN,NaN,0.05,NaN,NaN,NaN,1.48
2097,NaN,NaN,0.06,NaN,NaN,NaN,1.48
2097.5,NaN,NaN,0.05,NaN,NaN,NaN,1.47
2098,NaN,NaN,0.04,NaN,NaN,NaN,1.46
2098.5,NaN,NaN,0.04,NaN,NaN,NaN,1.47
2099,NaN,NaN,0.02,NaN,NaN,NaN,1.47
2099.5,NaN,NaN,0.00,NaN,NaN,NaN,1.48
2100,NaN,NaN,NaN,NaN,NaN,NaN,1.47
2100.5,NaN,NaN,NaN,NaN,NaN,NaN,1.46
2101,NaN,NaN,NaN,NaN,NaN,NaN,1.42
2101.5,NaN,NaN,NaN,NaN,NaN,NaN,1.41
2102,NaN,NaN,NaN,NaN,NaN,NaN,1.40
2102.5,NaN,NaN,NaN,NaN,NaN,NaN,1.38
2103,NaN,NaN,NaN,NaN,NaN,NaN,1.39
2103.5,NaN,NaN,NaN,NaN,NaN,NaN,1.38
2104,NaN,NaN,NaN,NaN,NaN,NaN,1.37
2104.5,NaN,NaN,NaN,NaN,NaN,NaN,1.34
2105,NaN,NaN,NaN,NaN,NaN,NaN,1.32
2105.5,NaN,NaN,NaN,NaN,NaN,NaN,1.31
2106,NaN,NaN,NaN,NaN,NaN,NaN,1.31
2106.5,NaN,NaN,NaN,NaN,NaN,NaN,1.31
2107,NaN,NaN,NaN,NaN,NaN,NaN,1.32
2107.5,NaN,NaN,NaN,NaN,NaN,NaN,1.32
2108,NaN,NaN,NaN,NaN,NaN,NaN,1.32
2108.5,NaN,NaN,NaN,NaN,NaN,NaN,1.32
2109,NaN,NaN,NaN,NaN,NaN,NaN,1.31
2109.5,NaN,NaN,NaN,NaN,NaN,NaN,1.28
2110,NaN,NaN,NaN,NaN,NaN,NaN,1.28
2110.5,NaN,NaN,NaN,NaN,NaN,NaN,1.29
2111,NaN,NaN,NaN,NaN,NaN,NaN,1.29
2111.5,NaN,NaN,NaN,NaN,NaN,NaN,1.29
2112,NaN,NaN,NaN,NaN,NaN,NaN,1.28
2112.5,NaN,NaN,NaN,NaN,NaN,NaN,1.29
2113,NaN,NaN,NaN,NaN,NaN,NaN,1.28
2113.5,NaN,NaN,NaN,NaN,NaN,NaN,1.29
2114,NaN,NaN,NaN,NaN,NaN,NaN,1.29
2114.5,NaN,NaN,NaN,NaN,NaN,NaN,1.29
2115,NaN,NaN,NaN,NaN,NaN,NaN,1.27
2115.5,NaN,NaN,NaN,NaN,NaN,NaN,1.28
2116,NaN,NaN,NaN,NaN,NaN,NaN,1.29
2116.5,NaN,NaN,NaN,NaN,NaN,NaN,1.32
2117,NaN,NaN,NaN,NaN,NaN,NaN,1.36
2117.5,NaN,NaN,NaN,NaN,NaN,NaN,1.36
2118,NaN,NaN,NaN,NaN,NaN,NaN,1.39
2118.5,NaN,NaN,0.00,NaN,NaN,NaN,1.42
2119,NaN,NaN,0.02,NaN,NaN,NaN,1.44
2119.5,NaN,NaN,0.07,NaN,NaN,NaN,1.46
2120,NaN,NaN,0.10,NaN,NaN,NaN,1.46
2120.5,NaN,NaN,0.14,NaN,NaN,NaN,1.49
2121,NaN,NaN,0.15,NaN,NaN,NaN,1.49
2121.5,NaN,NaN,0.17,NaN,NaN,NaN,1.48
2122,NaN,NaN,0.19,NaN,NaN,NaN,1.48
2122.5,NaN,NaN,0.21,NaN,NaN,NaN,1.49
2123,NaN,NaN,0.21,NaN,NaN,NaN,1.51
2123.5,NaN,NaN,0.22,NaN,NaN,NaN,1.51
2124,NaN,NaN,0.26,NaN,NaN,NaN,1.49
2124.5,NaN,NaN,0.29,NaN,NaN,NaN,1.48
2125,NaN,NaN,0.33,NaN,NaN,NaN,1.48
2125.5,NaN,NaN,0.37,NaN,NaN,NaN,1.48
2126,NaN,NaN,0.39,NaN,NaN,NaN,1.45
2126.5,NaN,NaN,0.44,NaN,NaN,NaN,1.45
2127,NaN,NaN,0.48,NaN,NaN,NaN,1.44
2127.5,NaN,NaN,0.52,NaN,NaN,NaN,1.42
2128,NaN,NaN,0.52,NaN,NaN,NaN,1.42
2128.5,NaN,NaN,0.53,NaN,NaN,NaN,1.39
2129,NaN,NaN,0.52,NaN,NaN,NaN,1.40
2129.5,NaN,NaN,0.49,NaN,NaN,NaN,1.40
2130,NaN,NaN,0.44,NaN,NaN,NaN,1.39
2130.5,NaN,NaN,0.43,NaN,NaN,NaN,1.39
2131,NaN,NaN,0.43,NaN,NaN,NaN,1.36
2131.5,NaN,NaN,0.42,NaN,NaN,NaN,1.36
2132,NaN,NaN,0.41,NaN,NaN,NaN,1.35
2132.5,NaN,NaN,0.42,NaN,NaN,NaN,1.34
2133,NaN,NaN,0.43,NaN,NaN,NaN,1.36
2133.5,NaN,NaN,0.43,NaN,NaN,NaN,1.39
2134,NaN,NaN,0.44,NaN,NaN,NaN,1.36
2134.5,NaN,NaN,0.43,NaN,NaN,NaN,1.35
2135,NaN,NaN,0.44,NaN,NaN,NaN,1.36
2135.5,NaN,NaN,0.44,NaN,NaN,NaN,1.37
2136,NaN,NaN,0.43,NaN,NaN,NaN,1.39
2136.5,NaN,NaN,0.42,NaN,NaN,NaN,1.40
2137,NaN,NaN,0.39,NaN,NaN,NaN,1.44
2137.5,NaN,NaN,0.37,NaN,NaN,NaN,1.45
2138,NaN,NaN,0.37,NaN,NaN,NaN,1.47
2138.5,NaN,NaN,0.37,NaN,NaN,NaN,1.51
2139,NaN,NaN,0.38,NaN,NaN,NaN,1.56
2139.5,NaN,NaN,0.39,NaN,NaN,NaN,1.56
2140,NaN,NaN,0.40,NaN,NaN,NaN,1.58
2140.5,NaN,NaN,0.41,NaN,NaN,NaN,1.60
2141,NaN,NaN,0.45,NaN,NaN,NaN,1.61
2141.5,NaN,NaN,0.48,NaN,NaN,NaN,1.60
2142,NaN,NaN,0.50,NaN,NaN,NaN,1.60
2142.5,NaN,NaN,0.55,NaN,NaN,NaN,1.58
2143,NaN,NaN,0.58,NaN,NaN,NaN,1.54
2143.5,NaN,NaN,0.63,NaN,NaN,NaN,1.52
2144,NaN,NaN,0.66,NaN,NaN,NaN,1.53
2144.5,NaN,NaN,0.69,NaN,NaN,NaN,1.53
2145,NaN,NaN,0.72,NaN,NaN,NaN,1.51
2145.5,NaN,NaN,0.73,NaN,NaN,NaN,1.49
2146,NaN,NaN,0.75,NaN,NaN,NaN,1.47
2146.5,NaN,NaN,0.77,NaN,NaN,NaN,1.46
2147,NaN,NaN,0.77,NaN,NaN,NaN,1.46
2147.5,NaN,NaN,0.79,NaN,NaN,NaN,1.44
2148,NaN,NaN,0.79,NaN,NaN,NaN,1.45
2148.5,NaN,NaN,0.79,NaN,NaN,NaN,1.43
2149,NaN,NaN,0.76,NaN,NaN,NaN,1.43
2149.5,NaN,NaN,0.74,NaN,NaN,NaN,1.43
2150,NaN,NaN,0.70,NaN,NaN,NaN,1.46
2150.5,NaN,NaN,0.69,NaN,NaN,NaN,1.48
2151,NaN,NaN,0.64,NaN,NaN,NaN,1.47
2151.5,NaN,NaN,0.59,NaN,NaN,NaN,1.51
2152,NaN,NaN,0.57,NaN,NaN,NaN,1.51
2152.5,NaN,NaN,0.56,NaN,NaN,NaN,1.52
2153,NaN,NaN,0.56,NaN,NaN,NaN,1.53
2153.5,NaN,NaN,0.56,NaN,NaN,NaN,1.54
2154,NaN,NaN,0.56,NaN,NaN,NaN,1.57
2154.5,NaN,NaN,0.58,NaN,NaN,NaN,1.56
2155,NaN,NaN,0.58,NaN,NaN,NaN,1.57
2155.5,NaN,NaN,0.61,NaN,NaN,NaN,1.57
2156,NaN,NaN,0.64,NaN,NaN,NaN,1.58
2156.5,NaN,NaN,0.67,NaN,NaN,NaN,1.56
2157,NaN,NaN,0.69,NaN,NaN,NaN,1.55
2157.5,NaN,NaN,0.70,NaN,NaN,NaN,1.55
2158,NaN,NaN,0.69,NaN,NaN,NaN,1.55
2158.5,NaN,NaN,0.67,NaN,NaN,NaN,1.54
2159,NaN,NaN,0.66,NaN,NaN,NaN,1.52
2159.5,NaN,NaN,0.67,NaN,NaN,NaN,1.50
2160,NaN,NaN,0.68,NaN,NaN,NaN,1.48
2160.5,NaN,NaN,0.68,NaN,NaN,NaN,1.47
2161,NaN,NaN,0.69,NaN,NaN,NaN,1.46
2161.5,NaN,NaN,0.67,NaN,NaN,NaN,1.42
2162,NaN,NaN,0.67,NaN,NaN,NaN,1.40
2162.5,NaN,NaN,0.69,NaN,NaN,NaN,1.38
2163,NaN,NaN,0.71,NaN,NaN,NaN,1.38
2163.5,NaN,NaN,0.72,NaN,NaN,NaN,1.35
2164,NaN,NaN,0.72,NaN,NaN,NaN,1.35
2164.5,NaN,NaN,0.74,NaN,NaN,NaN,1.33
2165,NaN,NaN,0.74,NaN,NaN,NaN,1.29
2165.5,NaN,NaN,0.72,NaN,NaN,NaN,1.28
2166,NaN,NaN,0.71,NaN,NaN,NaN,1.23
2166.5,NaN,NaN,0.71,NaN,NaN,NaN,1.21
2167,NaN,NaN,0.70,NaN,NaN,NaN,1.21
2167.5,NaN,NaN,0.68,NaN,NaN,NaN,1.19
2168,NaN,NaN,0.66,NaN,NaN,NaN,1.19
2168.5,NaN,NaN,0.62,NaN,NaN,NaN,1.20
2169,NaN,NaN,0.61,NaN,NaN,NaN,1.20
2169.5,NaN,NaN,0.58,NaN,NaN,NaN,1.20
2170,NaN,NaN,0.57,NaN,NaN,NaN,1.20
2170.5,NaN,NaN,0.55,NaN,NaN,NaN,1.22
2171,NaN,NaN,0.51,NaN,NaN,NaN,1.22
2171.5,NaN,NaN,0.51,NaN,NaN,NaN,1.24
2172,NaN,NaN,0.50,NaN,NaN,NaN,1.23
2172.5,NaN,NaN,0.47,NaN,NaN,NaN,1.25
2173,NaN,NaN,0.45,NaN,NaN,NaN,1.25
2173.5,NaN,NaN,0.43,NaN,NaN,NaN,1.26
2174,NaN,NaN,0.41,NaN,NaN,NaN,1.28
2174.5,NaN,NaN,0.38,NaN,NaN,NaN,1.28
2175,NaN,NaN,0.36,NaN,NaN,NaN,1.30
2175.5,NaN,NaN,0.37,NaN,NaN,NaN,1.29
2176,NaN,NaN,0.38,NaN,NaN,NaN,1.29
2176.5,NaN,NaN,0.35,NaN,NaN,NaN,1.31
2177,NaN,NaN,0.32,NaN,NaN,NaN,1.32
2177.5,NaN,NaN,0.30,NaN,NaN,NaN,1.32
2178,NaN,NaN,0.25,NaN,NaN,NaN,1.31
2178.5,NaN,NaN,0.23,NaN,NaN,NaN,1.32
2179,NaN,NaN,0.21,NaN,NaN,NaN,1.34
2179.5,NaN,NaN,0.17,NaN,NaN,NaN,1.32
2180,NaN,NaN,0.15,NaN,NaN,NaN,1.30
2180.5,NaN,NaN,0.10,NaN,NaN,NaN,1.29
2181,NaN,NaN,0.07,NaN,NaN,NaN,1.28
2181.5,NaN,NaN,0.03,NaN,NaN,NaN,1.26
2182,NaN,NaN,0.02,NaN,NaN,NaN,1.23
2182.5,NaN,NaN,0.02,NaN,NaN,NaN,1.22
2183,NaN,NaN,-0.00,NaN,NaN,NaN,1.20
2183.5,NaN,NaN,0.01,NaN,NaN,NaN,1.18
2184,NaN,NaN,0.04,NaN,NaN,NaN,1.15
2184.5,NaN,NaN,0.08,NaN,NaN,NaN,1.15
2185,NaN,NaN,0.12,NaN,NaN,NaN,1.14
2185.5,NaN,NaN,0.16,NaN,NaN,NaN,1.12
2186,NaN,NaN,0.16,NaN,NaN,NaN,1.10
2186.5,NaN,NaN,0.12,NaN,NaN,NaN,1.08
2187,NaN,NaN,0.10,NaN,NaN,NaN,1.04
2187.5,NaN,NaN,0.08,NaN,NaN,NaN,1.04
2188,NaN,NaN,0.07,NaN,NaN,NaN,1.03
2188.5,NaN,NaN,0.05,NaN,NaN,NaN,1.02
2189,NaN,NaN,0.02,NaN,NaN,NaN,1.02
2189.5,NaN,NaN,0.00,NaN,NaN,NaN,1.01
2190,NaN,NaN,NaN,NaN,NaN,NaN,1.01
